ApartmentNo,Address,HWMETERNMI,HWMETERNO,NEWHWMETERNMI,LoRaWANDevEUI,Channel,Building,Level,Side,Offset_usage,Phototakendate,litter_factor
401,"8 Walker Street, Rhodes NSW 2138",W4WR01V001,9EMTA619025269,X4H3003001,78724831B70444C8,0,A,level 4,A,189125,24/7/2024,
402,"8 Walker Street, Rhodes NSW 2138",W4WR01V002,9EMTA619025272,X4H3003002,78724831B70444C8,1,A,level 4,A,145876,24/7/2024,
403,"8 Walker Street, Rhodes NSW 2138",W4WR01V003,9EMTA619025273,X4H3003003,78724831B70444C8,2,A,level 4,A,111848,24/7/2024,
404,"8 Walker Street, Rhodes NSW 2138",W4WR01V004,9EMTA619025268,X4H3003004,78724831B70444C8,3,A,level 4,A,177388,24/7/2024,
405,"8 Walker Street, Rhodes NSW 2138",W4WR01V005,9EMTA619025271,X4H3003005,78724831B70444C8,4,A,level 4,A,155938,24/7/2024,
406,"8 Walker Street, Rhodes NSW 2138",W4WR01V006,9EMTA619010313,X4H3003006,78724831B70444D8,0,A,level 4,B,63480,24/7/2024,
407,"8 Walker Street, Rhodes NSW 2138",W4WR01V007,9EMTA619010318,X4H3003007,78724831B70444D8,1,A,level 4,B,145344,24/7/2024,
501,"8 Walker Street, Rhodes NSW 2138",W4WR01V008,9EMTA619025266,X4H3003008,78724831B70446B0,0,A,level 5,A,122344,24/7/2024,
502,"8 Walker Street, Rhodes NSW 2138",W4WR01V009,9EMTA619025267,X4H3003009,78724831B70446B0,1,A,level 5,A,202526,24/7/2024,
503,"8 Walker Street, Rhodes NSW 2138",W4WR01V010,9EMTA619025274,X4H3003010,78724831B70446B0,2,A,level 5,A,61645,24/7/2024,
504,"8 Walker Street, Rhodes NSW 2138",W4WR01V011,9EMTA619025270,X4H3003011,78724831B70446B0,3,A,level 5,A,180783,24/7/2024,
505,"8 Walker Street, Rhodes NSW 2138",W4WR01V012,9EMTA619025275,X4H3003012,78724831B70446B0,4,A,level 5,A,92994,24/7/2024,
506,"8 Walker Street, Rhodes NSW 2138",W4WR01V013,9EMTA619010316,X4H3003013,7872F0F5BDC18F88,0,A,level 5,B,170988,24/7/2024,
507,"8 Walker Street, Rhodes NSW 2138",W4WR01V014,9EMTA619010314,X4H3003014,7872F0F5BDC18F88,1,A,level 5,B,370483,24/7/2024,
601,"8 Walker Street, Rhodes NSW 2138",W4WR01V015,9EMTA619025308,X4H3003015,78724831B7044500,0,A,level 6,A,99912,24/7/2024,
602,"8 Walker Street, Rhodes NSW 2138",W4WR01V016,9EMTA619025309,X4H3003016,78724831B7044500,1,A,level 6,A,132298,24/7/2024,
603,"8 Walker Street, Rhodes NSW 2138",W4WR01V017,9EMTA619025306,X4H3003017,78724831B7044500,2,A,level 6,A,119683,24/7/2024,
604,"8 Walker Street, Rhodes NSW 2138",W4WR01V018,9EMTA619025310,X4H3003018,78724831B7044500,3,A,level 6,A,96351,24/7/2024,
605,"8 Walker Street, Rhodes NSW 2138",W4WR01V019,9EMTA619025307,X4H3003019,78724831B7044500,4,A,level 6,A,112346,24/7/2024,
606,"8 Walker Street, Rhodes NSW 2138",W4WR01V020,9EMTA619025265,X4H3003020,78724831B7044794,0,A,level 6,B,206969,24/7/2024,
607,"8 Walker Street, Rhodes NSW 2138",W4WR01V021,9EMTA619025264,X4H3003021,78724831B7044794,1,A,level 6,B,101574,24/7/2024,
701,"8 Walker Street, Rhodes NSW 2138",W4WR01V022,9EMTA619025256,X4H3003022,78724831B7044680,0,A,level 7,A,174543,24/7/2024,
702,"8 Walker Street, Rhodes NSW 2138",W4WR01V023,9EMTA619025258,X4H3003023,78724831B7044680,1,A,level 7,A,206070,24/7/2024,
703,"8 Walker Street, Rhodes NSW 2138",W4WR01V024,9EMTA619025260,X4H3003024,78724831B7044680,2,A,level 7,A,118456,24/7/2024,
704,"8 Walker Street, Rhodes NSW 2138",W4WR01V025,9EMTA619025259,X4H3003025,78724831B7044680,3,A,level 7,A,271339,24/7/2024,
705,"8 Walker Street, Rhodes NSW 2138",W4WR01V026,9EMTA619025257,X4H3003026,78724831B7044680,4,A,level 7,A,152199,24/7/2024,
706,"8 Walker Street, Rhodes NSW 2138",W4WR01V027,9EMTA619025261,X4H3003027,78724831B70446C4,0,A,level 7,B,112451,24/7/2024,
707,"8 Walker Street, Rhodes NSW 2138",W4WR01V028,9EMTA619025263,X4H3003028,78724831B70446C4,1,A,level 7,B,190910,24/7/2024,
801,"8 Walker Street, Rhodes NSW 2138",W4WR01V029,9EMTA619010312,X4H3003029,78724831B7044690,0,A,level 8,A,71390,24/7/2024,
802,"8 Walker Street, Rhodes NSW 2138",W4WR01V030,9EMTA619010311,X4H3003030,78724831B7044690,1,A,level 8,A,119533,24/7/2024,
803,"8 Walker Street, Rhodes NSW 2138",W4WR01V031,9EMTA619010320,X4H3003031,78724831B7044690,2,A,level 8,A,87325,24/7/2024,
804,"8 Walker Street, Rhodes NSW 2138",W4WR01V032,9EMTA619010319,X4H3003032,78724831B7044690,3,A,level 8,A,89813,24/7/2024,
805,"8 Walker Street, Rhodes NSW 2138",W4WR01V033,9EMTA619010315,X4H3003033,78724831B7044690,4,A,level 8,A,173568,24/7/2024,
806,"8 Walker Street, Rhodes NSW 2138",W4WR01V034,9EMTA619025315,X4H3003034,78724831B704477C,0,A,level 8,B,239626,24/7/2024,
807,"8 Walker Street, Rhodes NSW 2138",W4WR01V035,9EMTA619025313,X4H3003035,78724831B704477C,1,A,level 8,B,216514,24/7/2024,
808,"8 Walker Street, Rhodes NSW 2138",W4WR01V036,9EMTA619025314,X4H3003036,78724831B704477C,2,A,level 8,B,225319,24/7/2024,
809,"8 Walker Street, Rhodes NSW 2138",W4WR01V037,9EMTA619025311,X4H3003037,78724831B704477C,3,A,level 8,B,91926,24/7/2024,
810,"8 Walker Street, Rhodes NSW 2138",W4WR01V038,9EMTA619025312,X4H3003038,78724831B704477C,4,A,level 8,B,154248,24/7/2024,
901,"8 Walker Street, Rhodes NSW 2138",W4WR01V039,9EMTA619025347,X4H3003039,7872F0F5BDC18DD4,0,A,level 9,A,111609,22/7/2024,
902,"8 Walker Street, Rhodes NSW 2138",W4WR01V040,9EMTA619025421,X4H3003040,7872F0F5BDC18DD4,1,A,level 9,A,86370,22/7/2024,
903,"8 Walker Street, Rhodes NSW 2138",W4WR01V041,9EMTA619025348,X4H3003041,7872F0F5BDC18DD4,2,A,level 9,A,168617,22/7/2024,
904,"8 Walker Street, Rhodes NSW 2138",W4WR01V042,9EMTA619025349,X4H3003042,7872F0F5BDC18DD4,3,A,level 9,A,186017,22/7/2024,
905,"8 Walker Street, Rhodes NSW 2138",W4WR01V043,9EMTA619025466,X4H3003043,7872F0F5BDC18DD4,4,A,level 9,A,57645,22/7/2024,
906,"8 Walker Street, Rhodes NSW 2138",W4WR01V044,9EMTA619025325,X4H3003044,78724831B7044630,0,A,level 9,B,16689,24/7/2024,
907,"8 Walker Street, Rhodes NSW 2138",W4WR01V045,9EMTA619025323,X4H3003045,78724831B7044630,1,A,level 9,B,215116,24/7/2024,
908,"8 Walker Street, Rhodes NSW 2138",W4WR01V046,9EMTA619025363,X4H3003046,78724831B7044630,2,A,level 9,B,143222,24/7/2024,
909,"8 Walker Street, Rhodes NSW 2138",W4WR01V047,9EMTA619025319,X4H3003047,78724831B7044630,3,A,level 9,B,84511,24/7/2024,
910,"8 Walker Street, Rhodes NSW 2138",W4WR01V048,9EMTA619025364,X4H3003048,78724831B7044630,4,A,level 9,B,80546,24/7/2024,
1001,"8 Walker Street, Rhodes NSW 2138",W4WR01V049,9EMTA619025426,X4H3003049,78724831B7044770,0,A,level 10,A,65272,24/7/2024,
1002,"8 Walker Street, Rhodes NSW 2138",W4WR01V050,9EMTA619025427,X4H3003050,78724831B7044770,1,A,level 10,A,9890658,24/7/2024,
1003,"8 Walker Street, Rhodes NSW 2138",W4WR01V051,9EMTA619025423,X4H3003051,78724831B7044770,2,A,level 10,A,132262,24/7/2024,
1004,"8 Walker Street, Rhodes NSW 2138",W4WR01V052,9EMTA619025417,X4H3003052,78724831B7044770,3,A,level 10,A,264777,24/7/2024,
1005,"8 Walker Street, Rhodes NSW 2138",W4WR01V053,9EMTA619025321,X4H3003053,78724831B7044770,4,A,level 10,A,76024,24/7/2024,
1006,"8 Walker Street, Rhodes NSW 2138",W4WR01V054,9EMTA619025429,X4H3003054,7872F0F5BDC19130,0,A,level 10,B,122550,24/7/2024,
1007,"8 Walker Street, Rhodes NSW 2138",W4WR01V055,9EMTA619025297,X4H3003055,7872F0F5BDC19130,1,A,level 10,B,240847,24/7/2024,
1008,"8 Walker Street, Rhodes NSW 2138",W4WR01V056,9EMTA619025431,X4H3003056,7872F0F5BDC19130,2,A,level 10,B,291227,24/7/2024,
1009,"8 Walker Street, Rhodes NSW 2138",W4WR01V057,9EMTA619025433,X4H3003057,7872F0F5BDC19130,3,A,level 10,B,235159,24/7/2024,
1010,"8 Walker Street, Rhodes NSW 2138",W4WR01V058,9EMTA619025299,X4H3003058,7872F0F5BDC19130,4,A,level 10,B,113544,24/7/2024,
1101,"8 Walker Street, Rhodes NSW 2138",W4WR01V059,9EMTA619025317,X4H3003059,78724831B704463C,0,A,level 11,A,100925,24/7/2024,
1102,"8 Walker Street, Rhodes NSW 2138",W4WR01V060,9EMTA619025318,X4H3003060,78724831B704463C,1,A,level 11,A,191222,24/7/2024,
1103,"8 Walker Street, Rhodes NSW 2138",W4WR01V061,9EMTA619025434,X4H3003061,78724831B704463C,2,A,level 11,A,145256,24/7/2024,
1104,"8 Walker Street, Rhodes NSW 2138",W4WR01V062,9EMTA619025322,X4H3003062,78724831B704463C,3,A,level 11,A,192940,24/7/2024,
1105,"8 Walker Street, Rhodes NSW 2138",W4WR01V063,9EMTA619025365,X4H3003063,78724831B704463C,4,A,level 11,A,72301,24/7/2024,
1106,"8 Walker Street, Rhodes NSW 2138",W4WR01V064,9EMTA619025346,X4H3003064,78724831B704452C,0,A,level 11,B,78353,24/7/2024,
1107,"8 Walker Street, Rhodes NSW 2138",W4WR01V065,9EMTA619025305,X4H3003065,78724831B704452C,1,A,level 11,B,223735,24/7/2024,
1108,"8 Walker Street, Rhodes NSW 2138",W4WR01V066,9EMTA619025304,X4H3003066,78724831B704452C,2,A,level 11,B,320371,24/7/2024,
1109,"8 Walker Street, Rhodes NSW 2138",W4WR01V067,9EMTA619025298,X4H3003067,78724831B704452C,3,A,level 11,B,162783,24/7/2024,
1110,"8 Walker Street, Rhodes NSW 2138",W4WR01V068,9EMTA619025432,X4H3003068,78724831B704452C,4,A,level 11,B,164431,24/7/2024,
1201,"8 Walker Street, Rhodes NSW 2138",W4WR01V069,9EMTA619025428,X4H3003069,78724831B70446CC,0,A,level 12,A,79665,23/7/2024,
1202,"8 Walker Street, Rhodes NSW 2138",W4WR01V070,9EMTA619025301,X4H3003070,78724831B70446CC,1,A,level 12,A,224773,23/7/2024,
1203,"8 Walker Street, Rhodes NSW 2138",W4WR01V071,9EMTA619025358,X4H3003071,78724831B70446CC,2,A,level 12,A,60653,23/7/2024,
1204,"8 Walker Street, Rhodes NSW 2138",W4WR01V072,9EMTA619025435,X4H3003072,78724831B70446CC,3,A,level 12,A,114965,23/7/2024,
1205,"8 Walker Street, Rhodes NSW 2138",W4WR01V073,9EMTA619025430,X4H3003073,78724831B70446CC,4,A,level 12,A,129919,23/7/2024,
1206,"8 Walker Street, Rhodes NSW 2138",W4WR01V074,9EMTA619025425,X4H3003074,7872F0F5BDC191A0,0,A,level 12,B,206495,23/7/2024,
1207,"8 Walker Street, Rhodes NSW 2138",W4WR01V075,9EMTA619025422,X4H3003075,7872F0F5BDC191A0,1,A,level 12,B,148109,23/7/2024,
1208,"8 Walker Street, Rhodes NSW 2138",W4WR01V076,9EMTA619025416,X4H3003076,7872F0F5BDC191A0,2,A,level 12,B,191741,23/7/2024,
1209,"8 Walker Street, Rhodes NSW 2138",W4WR01V077,9EMTA619025420,X4H3003077,7872F0F5BDC191A0,3,A,level 12,B,106656,23/7/2024,
1210,"8 Walker Street, Rhodes NSW 2138",W4WR01V078,9EMTA619025419,X4H3003078,7872F0F5BDC191A0,4,A,level 12,B,128509,23/7/2024,
1301,"8 Walker Street, Rhodes NSW 2138",W4WR01V079,9EMTA619025372,X4H3003079,78724831B70444F0,0,A,level 13,A,131406,23/7/2024,
1302,"8 Walker Street, Rhodes NSW 2138",W4WR01V080,9EMTA619025371,X4H3003080,78724831B70444F0,1,A,level 13,A,74569,23/7/2024,
1303,"8 Walker Street, Rhodes NSW 2138",W4WR01V081,9EMTA619025475,X4H3003081,78724831B70444F0,2,A,level 13,A,106387,23/7/2024,
1304,"8 Walker Street, Rhodes NSW 2138",W4WR01V082,9EMTA619025473,X4H3003082,78724831B70444F0,3,A,level 13,A,238201,23/7/2024,
1305,"8 Walker Street, Rhodes NSW 2138",W4WR01V083,9EMTA619025474,X4H3003083,78724831B70444F0,4,A,level 13,A,111691,23/7/2024,
1306,"8 Walker Street, Rhodes NSW 2138",W4WR01V084,9EMTA619025296,X4H3003084,78724831B704479C,0,A,level 13,B,74375,23/7/2024,
1307,"8 Walker Street, Rhodes NSW 2138",W4WR01V085,9EMTA619025350,X4H3003085,78724831B704479C,1,A,level 13,B,156659,23/7/2024,
1308,"8 Walker Street, Rhodes NSW 2138",W4WR01V086,9EMTA619025300,X4H3003086,78724831B704479C,2,A,level 13,B,151228,23/7/2024,
1309,"8 Walker Street, Rhodes NSW 2138",W4WR01V087,9EMTA619025303,X4H3003087,78724831B704479C,3,A,level 13,B,144606,23/7/2024,
1310,"8 Walker Street, Rhodes NSW 2138",W4WR01V088,9EMTA619025302,X4H3003088,78724831B704479C,4,A,level 13,B,44893,23/7/2024,
1401,"8 Walker Street, Rhodes NSW 2138",W4WR01V089,9EMTA619025352,X4H3003089,7872F0F5BDC190D8,0,A,level 14,A,104505,23/7/2024,
1402,"8 Walker Street, Rhodes NSW 2138",W4WR01V090,9EMTA619025353,X4H3003090,7872F0F5BDC190D8,1,A,level 14,A,52633,23/7/2024,
1403,"8 Walker Street, Rhodes NSW 2138",W4WR01V091,9EMTA619025354,X4H3003091,7872F0F5BDC190D8,2,A,level 14,A,137882,23/7/2024,
1404,"8 Walker Street, Rhodes NSW 2138",W4WR01V092,9EMTA619025355,X4H3003092,7872F0F5BDC190D8,3,A,level 14,A,154743,23/7/2024,
1405,"8 Walker Street, Rhodes NSW 2138",W4WR01V093,9EMTA619025351,X4H3003093,7872F0F5BDC190D8,4,A,level 14,A,65292,23/7/2024,
1406,"8 Walker Street, Rhodes NSW 2138",W4WR01V094,9EMTA619025324,X4H3003094,7872F0F5BDC18FAC,0,A,level 14,B,166308,23/7/2024,
1407,"8 Walker Street, Rhodes NSW 2138",W4WR01V095,9EMTA619025424,X4H3003095,7872F0F5BDC18FAC,1,A,level 14,B,104714,23/7/2024,
1408,"8 Walker Street, Rhodes NSW 2138",W4WR01V096,9EMTA619025356,X4H3003096,7872F0F5BDC18FAC,2,A,level 14,B,58322,23/7/2024,
1409,"8 Walker Street, Rhodes NSW 2138",W4WR01V097,9EMTA619025359,X4H3003097,7872F0F5BDC18FAC,3,A,level 14,B,137624,23/7/2024,
1410,"8 Walker Street, Rhodes NSW 2138",W4WR01V098,9EMTA619025362,X4H3003098,7872F0F5BDC18FAC,4,A,level 14,B,73543,23/7/2024,
1501,"8 Walker Street, Rhodes NSW 2138",W4WR01V099,9EMTA619025476,X4H3003099,78724831B7044754,0,A,level 15,A,118129,23/7/2024,
1502,"8 Walker Street, Rhodes NSW 2138",W4WR01V100,9EMTA619025485,X4H3003100,78724831B7044754,1,A,level 15,A,161643,23/7/2024,
1503,"8 Walker Street, Rhodes NSW 2138",W4WR01V101,9EMTA619025484,X4H3003101,78724831B7044754,2,A,level 15,A,84927,23/7/2024,
1504,"8 Walker Street, Rhodes NSW 2138",W4WR01V102,9EMTA619025548,X4H3003102,78724831B7044754,3,A,level 15,A,369132,23/7/2024,
1505,"8 Walker Street, Rhodes NSW 2138",W4WR01V103,9EMTA619025483,X4H3003103,78724831B7044754,4,A,level 15,A,104462,23/7/2024,
1506,"8 Walker Street, Rhodes NSW 2138",W4WR01V104,9EMTA619025555,X4H3003104,7872F0F5BDC18F24,0,A,level 15,B,131277,23/7/2024,
1507,"8 Walker Street, Rhodes NSW 2138",W4WR01V105,9EMTA619025549,X4H3003105,7872F0F5BDC18F24,1,A,level 15,B,78719,23/7/2024,
1508,"8 Walker Street, Rhodes NSW 2138",W4WR01V106,9EMTA619025477,X4H3003106,7872F0F5BDC18F24,2,A,level 15,B,356952,23/7/2024,
1509,"8 Walker Street, Rhodes NSW 2138",W4WR01V107,9EMTA619025547,X4H3003107,7872F0F5BDC18F24,3,A,level 15,B,132601,23/7/2024,
1510,"8 Walker Street, Rhodes NSW 2138",W4WR01V108,9EMTA619025368,X4H3003108,7872F0F5BDC18F24,4,A,level 15,B,300185,23/7/2024,
1601,"8 Walker Street, Rhodes NSW 2138",W4WR01V109,9EMTA619025472,X4H3003109,7872F0F5BDC18F60,0,A,level 16,A,2000,13/12/2024,
1602,"8 Walker Street, Rhodes NSW 2138",W4WR01V110,9EMTA619025374,X4H3003110,7872F0F5BDC18F60,1,A,level 16,A,109605,23/7/2024,
1603,"8 Walker Street, Rhodes NSW 2138",W4WR01V111,9EMTA619025367,X4H3003111,7872F0F5BDC18F60,2,A,level 16,A,228285,23/7/2024,
1604,"8 Walker Street, Rhodes NSW 2138",W4WR01V112,9EMTA619025373,X4H3003112,7872F0F5BDC18F60,3,A,level 16,A,269761,23/7/2024,
1605,"8 Walker Street, Rhodes NSW 2138",W4WR01V113,9EMTA619025375,X4H3003113,7872F0F5BDC18F60,4,A,level 16,A,146933,23/7/2024,
1606,"8 Walker Street, Rhodes NSW 2138",W4WR01V114,9EMTA619025482,X4H3003114,7872F0F5BDC19180,0,A,level 16,B,193488,23/7/2024,
1607,"8 Walker Street, Rhodes NSW 2138",W4WR01V115,9EMTA619025481,X4H3003115,7872F0F5BDC19180,1,A,level 16,B,108874,23/7/2024,
1608,"8 Walker Street, Rhodes NSW 2138",W4WR01V116,9EMTA619025478,X4H3003116,7872F0F5BDC19180,2,A,level 16,B,256149,23/7/2024,
1609,"8 Walker Street, Rhodes NSW 2138",W4WR01V117,9EMTA619025479,X4H3003117,7872F0F5BDC19180,3,A,level 16,B,289280,23/7/2024,
1610,"8 Walker Street, Rhodes NSW 2138",W4WR01V118,9EMTA619025480,X4H3003118,7872F0F5BDC19180,4,A,level 16,B,98114,23/7/2024,
1701,"8 Walker Street, Rhodes NSW 2138",W4WR01V119,9EMTA619025553,X4H3003119,78724831B7044614,0,A,level 17,A,70238,23/7/2024,
1702,"8 Walker Street, Rhodes NSW 2138",W4WR01V120,9EMTA619025552,X4H3003120,78724831B7044614,1,A,level 17,A,164195,23/7/2024,
1703,"8 Walker Street, Rhodes NSW 2138",W4WR01V121,9EMTA619025551,X4H3003121,78724831B7044614,2,A,level 17,A,86449,23/7/2024,
1704,"8 Walker Street, Rhodes NSW 2138",W4WR01V122,9EMTA619025550,X4H3003122,78724831B7044614,3,A,level 17,A,43164,23/7/2024,
1705,"8 Walker Street, Rhodes NSW 2138",W4WR01V123,9EMTA619025554,X4H3003123,78724831B7044614,4,A,level 17,A,208540,23/7/2024,
1706,"8 Walker Street, Rhodes NSW 2138",W4WR01V124,9EMTA619025316,X4H3003124,7872F0F5BDC192B0,0,A,level 17,B,292999,23/7/2024,
1707,"8 Walker Street, Rhodes NSW 2138",W4WR01V125,9EMTA619025357,X4H3003125,7872F0F5BDC192B0,1,A,level 17,B,237902,23/7/2024,
1708,"8 Walker Street, Rhodes NSW 2138",W4WR01V126,9EMTA619025361,X4H3003126,7872F0F5BDC192B0,2,A,level 17,B,107446,23/7/2024,
1709,"8 Walker Street, Rhodes NSW 2138",W4WR01V127,9EMTA619025320,X4H3003127,7872F0F5BDC192B0,3,A,level 17,B,303594,23/7/2024,
1710,"8 Walker Street, Rhodes NSW 2138",W4WR01V128,9EMTA619025360,X4H3003128,7872F0F5BDC192B0,4,A,level 17,B,27589,23/7/2024,
1801,"8 Walker Street, Rhodes NSW 2138",W4WR01V129,9EMTA619025468,X4H3003129,78724831B70446D4,0,A,level 18,A,64394,23/7/2024,
1802,"8 Walker Street, Rhodes NSW 2138",W4WR01V130,9EMTA619025470,X4H3003130,78724831B70446D4,1,A,level 18,A,178720,23/7/2024,
1803,"8 Walker Street, Rhodes NSW 2138",W4WR01V131,9EMTA619025471,X4H3003131,78724831B70446D4,2,A,level 18,A,252298,23/7/2024,
1804,"8 Walker Street, Rhodes NSW 2138",W4WR01V132,9EMTA619025467,X4H3003132,78724831B70446D4,3,A,level 18,A,199491,23/7/2024,
1805,"8 Walker Street, Rhodes NSW 2138",W4WR01V133,9EMTA619025418,X4H3003133,78724831B70446D4,4,A,level 18,A,89166,23/7/2024,
1806,"8 Walker Street, Rhodes NSW 2138",W4WR01V134,9EMTA619025278,X4H3003134,78724831B7044694,0,A,level 18,B,41689,23/7/2024,
1807,"8 Walker Street, Rhodes NSW 2138",W4WR01V135,9EMTA619025280,X4H3003135,78724831B7044694,1,A,level 18,B,100714,23/7/2024,
1808,"8 Walker Street, Rhodes NSW 2138",W4WR01V136,9EMTA619025282,X4H3003136,78724831B7044694,2,A,level 18,B,297388,23/7/2024,
1809,"8 Walker Street, Rhodes NSW 2138",W4WR01V137,9EMTA619025279,X4H3003137,78724831B7044694,3,A,level 18,B,105466,23/7/2024,
1810,"8 Walker Street, Rhodes NSW 2138",W4WR01V138,9EMTA619025281,X4H3003138,78724831B7044694,4,A,level 18,B,0,13/12/2024,
1901,"8 Walker Street, Rhodes NSW 2138",W4WR01V139,9EMTA619025398,X4H3003139,78724831B704460C,0,A,level 19,A,144722,23/7/2024,
1902,"8 Walker Street, Rhodes NSW 2138",W4WR01V140,9EMTA619025397,X4H3003140,78724831B704460C,1,A,level 19,A,86507,23/7/2024,
1903,"8 Walker Street, Rhodes NSW 2138",W4WR01V141,9EMTA619025405,X4H3003141,78724831B704460C,2,A,level 19,A,76934,23/7/2024,
1904,"8 Walker Street, Rhodes NSW 2138",W4WR01V142,9EMTA619025396,X4H3003142,78724831B704460C,3,A,level 19,A,0,13/12/2024,
1905,"8 Walker Street, Rhodes NSW 2138",W4WR01V143,9EMTA619025404,X4H3003143,78724831B704460C,4,A,level 19,A,235225,23/7/2024,
1906,"8 Walker Street, Rhodes NSW 2138",W4WR01V144,9EMTA619025546,X4H3003144,7872F0F5BDC19324,0,A,level 19,B,89788,23/7/2024,
1907,"8 Walker Street, Rhodes NSW 2138",W4WR01V145,9EMTA619025369,X4H3003145,7872F0F5BDC19324,1,A,level 19,B,96746,23/7/2024,
1908,"8 Walker Street, Rhodes NSW 2138",W4WR01V146,9EMTA619025469,X4H3003146,7872F0F5BDC19324,2,A,level 19,B,163662,24/7/2024,
1909,"8 Walker Street, Rhodes NSW 2138",W4WR01V147,9EMTA619025366,X4H3003147,7872F0F5BDC19324,3,A,level 19,B,171761,24/7/2024,
1910,"8 Walker Street, Rhodes NSW 2138",W4WR01V148,9EMTA619025370,X4H3003148,7872F0F5BDC19324,4,A,level 19,B,62542,23/7/2024,
2001,"8 Walker Street, Rhodes NSW 2138",W4WR01V149,9EMTA619025457,X4H3003149,7872F0F5BDC191BC,0,A,level 20,A,136625,24/7/2024,
2002,"8 Walker Street, Rhodes NSW 2138",W4WR01V150,9EMTA619025465,X4H3003150,7872F0F5BDC191BC,1,A,level 20,A,186092,24/7/2024,
2003,"8 Walker Street, Rhodes NSW 2138",W4WR01V151,9EMTA619025458,X4H3003151,7872F0F5BDC191BC,2,A,level 20,A,263343,24/7/2024,
2004,"8 Walker Street, Rhodes NSW 2138",W4WR01V152,9EMTA619025459,X4H3003152,7872F0F5BDC191BC,3,A,level 20,A,137839,24/7/2024,
2005,"8 Walker Street, Rhodes NSW 2138",W4WR01V153,9EMTA619025456,X4H3003153,7872F0F5BDC191BC,4,A,level 20,A,146597,24/7/2024,
2006,"8 Walker Street, Rhodes NSW 2138",W4WR01V154,9EMTA619010272,X4H3003154,7872F0F5BDC1922C,0,A,level 20,B,70473,24/7/2024,
2007,"8 Walker Street, Rhodes NSW 2138",W4WR01V155,9EMTA619010277,X4H3003155,7872F0F5BDC1922C,1,A,level 20,B,128413,24/7/2024,
2008,"8 Walker Street, Rhodes NSW 2138",W4WR01V156,9EMTA619010278,X4H3003156,7872F0F5BDC1922C,2,A,level 20,B,287353,24/7/2024,
2009,"8 Walker Street, Rhodes NSW 2138",W4WR01V157,9EMTA619010279,X4H3003157,7872F0F5BDC1922C,3,A,level 20,B,67523,24/7/2024,
2010,"8 Walker Street, Rhodes NSW 2138",W4WR01V158,9EMTA619010274,X4H3003158,7872F0F5BDC1922C,4,A,level 20,B,141605,24/7/2024,
2101,"8 Walker Street, Rhodes NSW 2138",W4WR01V159,9EMTA619025344,X4H3003159,78724831B70445B0,0,A,level 21,A,63835,25/7/2024,
2102,"8 Walker Street, Rhodes NSW 2138",W4WR01V160,9EMTA619025342,X4H3003160,78724831B70445B0,1,A,level 21,A,87713,25/7/2024,
2103,"8 Walker Street, Rhodes NSW 2138",W4WR01V161,9EMTA619025345,X4H3003161,78724831B70445B0,2,A,level 21,A,42086,25/7/2024,
2104,"8 Walker Street, Rhodes NSW 2138",W4WR01V162,9EMTA619025341,X4H3003162,78724831B70445B0,3,A,level 21,A,80062,25/7/2024,
2105,"8 Walker Street, Rhodes NSW 2138",W4WR01V163,9EMTA619025343,X4H3003163,78724831B70445B0,4,A,level 21,A,212390,25/7/2024,
2106,"8 Walker Street, Rhodes NSW 2138",W4WR01V164,9EMTA619025329,X4H3003164,7872F0F5BDC1927C,0,A,level 21,B,130749,25/7/2024,
2107,"8 Walker Street, Rhodes NSW 2138",W4WR01V165,9EMTA619025333,X4H3003165,7872F0F5BDC1927C,1,A,level 21,B,95573,25/7/2024,
2108,"8 Walker Street, Rhodes NSW 2138",W4WR01V166,9EMTA619025328,X4H3003166,7872F0F5BDC1927C,2,A,level 21,B,226791,25/7/2024,
2109,"8 Walker Street, Rhodes NSW 2138",W4WR01V167,9EMTA619025331,X4H3003167,7872F0F5BDC1927C,3,A,level 21,B,76510,25/7/2024,
2110,"8 Walker Street, Rhodes NSW 2138",W4WR01V168,9EMTA619025332,X4H3003168,7872F0F5BDC1927C,4,A,level 21,B,142254,25/7/2024,
2201,"8 Walker Street, Rhodes NSW 2138",W4WR01V169,9EMTA619025327,X4H3003169,78724831B7044650,0,A,level 22,A,205034,25/7/2024,
2202,"8 Walker Street, Rhodes NSW 2138",W4WR01V170,9EMTA619025387,X4H3003170,78724831B7044650,1,A,level 22,A,115611,25/7/2024,
2203,"8 Walker Street, Rhodes NSW 2138",W4WR01V171,9EMTA619025393,X4H3003171,78724831B7044650,2,A,level 22,A,112199,25/7/2024,
2204,"8 Walker Street, Rhodes NSW 2138",W4WR01V172,9EMTA619025394,X4H3003172,78724831B7044650,3,A,level 22,A,225756,25/7/2024,
2205,"8 Walker Street, Rhodes NSW 2138",W4WR01V173,9EMTA619025326,X4H3003173,78724831B7044650,4,A,level 22,A,168497,25/7/2024,
2206,"8 Walker Street, Rhodes NSW 2138",W4WR01V174,9EMTA619010261,X4H3003174,78724831B70446D8,0,A,level 22,B,99878,25/7/2024,
2207,"8 Walker Street, Rhodes NSW 2138",W4WR01V177,9EMTA619010265,X4H3003175,78724831B70446D8,1,A,level 22,B,129833,25/7/2024,
2208,"8 Walker Street, Rhodes NSW 2138",W4WR01V176,9EMTA619010262,X4H3003176,78724831B70446D8,2,A,level 22,B,123532,25/7/2024,
